"","Item_Identifier","Item_Weight","Item_Fat_Content","Item_Visibility","Item_Type","Item_MRP","Outlet_Identifier","Outlet_Establishment_Year","Outlet_Size","Outlet_Location_Type","Outlet_Type","Item_Outlet_Sales","year","price","pp"
"8279","FDT52",9.695,"Regular",0.047429578,"Frozen Foods",245.8144,"OUT046",1997,"Small","Tier 1","Supermarket Type1",3430.2016,19,11.6588732583232,221.518591908141
"8280","FDS36",8.38,"Regular",0.047152554,"Baking Goods",110.157,"OUT017",2007,"Small","Tier 2","Supermarket Type1",3185.853,9,5.194183890978,46.747655018802
"8281","FDB03",17.75,"Regular",0.157470693,"Dairy",239.1538,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",4326.3684,7,37.6597146195834,263.618002337084
"8282","FDO09",13.5,"Regular",0.125274674,"Snack Foods",262.191,"OUT046",1997,"Small","Tier 1","Supermarket Type1",2366.919,19,32.845892050734,624.071948963946
"8284","FDF08",14.3,"Regular",0.065339802,"Fruits and Vegetables",89.1856,"OUT045",2002,"Small","Tier 2","Supermarket Type1",1845.5976,14,5.8273694452512,81.5831722335168
"8285","FDB49",8.3,"Regular",0.05046718,"Baking Goods",97.6384,"OUT010",1998,"Small","Tier 3","Grocery Store",197.0768,18,4.927534707712,88.695624738816
"8286","FDB08",6.055,"Low Fat",0,"Fruits and Vegetables",162.3578,"OUT035",2004,"Small","Tier 2","Supermarket Type1",1604.578,12,0,0
"8287","NCP06",20.7,"Low Fat",0.039306822,"Household",150.7366,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",3325.0052,17,5.9249767050852,100.724603986448
"8288","FDH28",15.85,"Regular",0.110254143,"Frozen Foods",37.3506,"OUT045",2002,"Small","Tier 2","Supermarket Type1",341.5554,14,4.1180583935358,57.6528175095012
"8290","DRB25",12.3,"Low Fat",0.069852615,"Soft Drinks",107.4938,"OUT017",2007,"Small","Tier 2","Supermarket Type1",2358.2636,9,7.508723026287,67.578507236583
"8291","NCM30",19.1,"Low Fat",0.067676056,"Household",40.8796,"OUT017",2007,"Small","Tier 2","Supermarket Type1",371.5164,9,2.7665700988576,24.8991308897184
"8292","FDU57",8.27,"Regular",0.149895348,"Snack Foods",152.0708,"OUT010",1998,"Small","Tier 3","Grocery Store",451.4124,18,22.7947054866384,410.304698759491
"8294","NCT30",9.1,"Low Fat",0.080277707,"Household",47.2718,"OUT035",2004,"Small","Tier 2","Supermarket Type1",850.8924,12,3.7948717097626,45.5384605171512
"8295","FDX15",17.2,"Low Fat",0.156935553,"Meat",160.6578,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",1925.4936,7,25.2129206867634,176.490444807344
"8296","FDX58",13.15,"low fat",0.044011225,"Snack Foods",181.295,"OUT017",2007,"Small","Tier 2","Supermarket Type1",4028.09,9,7.979015036375,71.811135327375
"8297","FDQ08",15.7,"Regular",0.031685529,"Fruits and Vegetables",63.1536,"OUT010",1998,"Small","Tier 3","Grocery Store",122.5072,18,2.0010552242544,36.0189940365792
"8298","DRL23",18.35,"Low Fat",0.015291576,"Hard Drinks",106.1938,"OUT013",1987,"High","Tier 3","Supermarket Type1",1607.907,29,1.6238705634288,47.0922463394352
"8299","FDA25",16.5,"Regular",0.068112874,"Canned",104.599,"OUT035",2004,"Small","Tier 2","Supermarket Type1",2889.572,12,7.124538507526,85.494462090312
"8300","FDV09",12.1,"Low Fat",0.020600553,"Snack Foods",147.5734,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",3414.8882,17,3.0400936480902,51.6815920175334
"8301","FDQ46",7.51,"Low Fat",0.10423592,"Snack Foods",111.7544,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",2460.7968,7,11.648822698048,81.541758886336
"8303","FDY20",12.5,"Regular",0.082215187,"Fruits and Vegetables",91.4488,"OUT017",2007,"Small","Tier 2","Supermarket Type1",1086.5856,9,7.5184801929256,67.6663217363304
"8304","FDO37",8.06,"Low Fat",0.021372636,"Breakfast",231.7326,"OUT035",2004,"Small","Tier 2","Supermarket Type1",5313.7498,12,4.9527365091336,59.4328381096032
"8305","FDZ55",6.055,"Low Fat",0.025460232,"Fruits and Vegetables",160.892,"OUT045",2002,"Small","Tier 2","Supermarket Type1",1917.504,14,4.096347646944,57.348867057216
"8307","FDV50",14.3,"Low Fat",0.122761775,"Dairy",124.373,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",2093.941,17,15.268250242075,259.560254115275
"8308","NCV30",20.2,"Low Fat",0.066065799,"Household",61.351,"OUT045",2002,"Small","Tier 2","Supermarket Type1",1201.769,14,4.053202834449,56.744839682286
"8309","FDP16",18.6,"Low Fat",0.039454924,"Frozen Foods",244.0802,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",3193.8426,7,9.6301657409048,67.4111601863336
"8310","FDW39",6.69,"Regular",0.036910398,"Meat",175.037,"OUT046",1997,"Small","Tier 1","Supermarket Type1",2117.244,19,6.460685334726,122.753021359794
"8311","FDN39",19.35,"Regular",0,"Meat",169.0816,"OUT013",1987,"High","Tier 3","Supermarket Type1",3523.4136,29,0,0
"8312","FDV55",17.75,"Low Fat",0.055159054,"Fruits and Vegetables",145.6444,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",2467.4548,17,8.0336073243976,136.571324514759
"8313","FDZ20",16.1,"Low Fat",0.034300475,"Fruits and Vegetables",253.2356,"OUT035",2004,"Small","Tier 2","Supermarket Type1",5849.7188,12,8.68610136691,104.23321640292
"8314","FDK02",12.5,"Low Fat",0.112399145,"Canned",120.444,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",1438.128,17,13.53780262038,230.14264454646
"8315","FDK10",5.785,"Regular",0.040523265,"Snack Foods",177.866,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",4853.682,7,7.20771105249,50.45397736743
"8316","NCQ41",14.8,"Low Fat",0.019559746,"Health and Hygiene",193.7794,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",2926.191,7,3.7902758440324,26.5319309082268
"8317","FDA11",7.75,"Low Fat",0.043483398,"Baking Goods",94.3436,"OUT017",2007,"Small","Tier 2","Supermarket Type1",2363.59,9,4.1023803075528,36.9214227679752
"8318","FDN13",18.6,"Low Fat",0.152366659,"Breakfast",98.5358,"OUT045",2002,"Small","Tier 2","Supermarket Type1",1306.9654,14,15.0135706378922,210.189988930491
"8319","NCA42",6.965,"Low Fat",0.047784475,"Household",158.8604,"OUT010",1998,"Small","Tier 3","Grocery Store",316.9208,18,7.59106081229,136.63909462122
"8320","NCX30",16.7,"Low Fat",0.026598474,"Household",245.8776,"OUT013",1987,"High","Tier 3","Supermarket Type1",4210.5192,29,6.5399689507824,189.65909957269
"8322","FDQ33",13.35,"Low Fat",0.091348964,"Snack Foods",150.3708,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",4363.6532,17,13.7362167958512,233.51568552947
"8323","NCE42",21.1,"Low Fat",0.010602292,"Household",235.3958,"OUT046",1997,"Small","Tier 1","Supermarket Type1",3271.7412,19,2.4957350071736,47.4189651362984
"8324","FDH58",12.3,"Low Fat",0,"Snack Foods",116.4834,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",1842.9344,7,0,0
"8325","FDF33",7.97,"Low Fat",0.021579162,"Seafood",105.9596,"OUT045",2002,"Small","Tier 2","Supermarket Type1",2049.3324,14,2.2865193738552,32.0112712339728
"8326","DRK49",14.15,"Low Fat",0.03593692,"Soft Drinks",41.0138,"OUT035",2004,"Small","Tier 2","Supermarket Type1",771.6622,12,1.473909649496,17.686915793952
"8327","NCK19",9.8,"Low Fat",0.09046564,"Others",193.6478,"OUT046",1997,"Small","Tier 1","Supermarket Type1",3099.9648,19,17.518472161592,332.850971070248
"8329","FDI57",19.85,"Low Fat",0.054245722,"Seafood",196.0768,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",5518.1504,7,10.6363275834496,74.4542930841472
"8331","FDB16",8.21,"Low Fat",0.044888397,"Dairy",87.3198,"OUT013",1987,"High","Tier 3","Supermarket Type1",610.5386,29,3.9196458483606,113.669729602457
"8332","FDB57",20.25,"Regular",0.018805105,"Fruits and Vegetables",220.6772,"OUT046",1997,"Small","Tier 1","Supermarket Type1",2223.772,19,4.149857917106,78.847300425014
"8333","DRD13",15,"Low Fat",0.049279392,"Soft Drinks",65.7168,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",575.2512,7,3.2384839481856,22.6693876372992
"8334","FDC41",15.6,"Low Fat",0.116815953,"Frozen Foods",75.567,"OUT013",1987,"High","Tier 3","Supermarket Type1",1684.474,29,8.827431120351,255.995502490179
"8335","FDW59",13.15,"Low Fat",0.020698674,"Breads",86.3566,"OUT013",1987,"High","Tier 3","Supermarket Type1",1099.2358,29,1.7874671111484,51.8365462233036
"8336","FDO49",10.6,"Regular",0.033103556,"Breakfast",48.9008,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",708.4112,17,1.6187903712448,27.5194363111616
"8337","FDO08",11.1,"Regular",0.090008963,"Fruits and Vegetables",164.0526,"OUT010",1998,"Small","Tier 3","Grocery Store",164.4526,18,14.7662044034538,265.791679262168
"8339","NCY06",15.25,"Low Fat",0.061184804,"Household",132.0968,"OUT046",1997,"Small","Tier 1","Supermarket Type1",3914.904,19,8.0823168170272,153.564019523517
"8340","FDL03",19.25,"Regular",0.027190917,"Meat",194.811,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",2160.521,7,5.297089731687,37.079628121809
"8341","NCL31",7.39,"LF",0.120467994,"Others",145.147,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",5296.439,17,17.485567925118,297.254654727006
"8342","FDU46",10.3,"Regular",0.011189235,"Snack Foods",86.654,"OUT017",2007,"Small","Tier 2","Supermarket Type1",2423.512,9,0.96959196969,8.72632772721
"8343","FDF04",17.5,"Low Fat",0.013714183,"Frozen Foods",259.2304,"OUT017",2007,"Small","Tier 2","Supermarket Type1",2841.6344,9,3.5551331447632,31.9961983028688
"8345","FDI24",10.3,"Low Fat",0.078728915,"Baking Goods",178.437,"OUT035",2004,"Small","Tier 2","Supermarket Type1",2822.992,12,14.048151405855,168.57781687026
"8347","DRN11",7.85,"Low Fat",0.163902159,"Hard Drinks",143.3444,"OUT017",2007,"Small","Tier 2","Supermarket Type1",1596.5884,9,23.4944566405596,211.450109765036
"8348","FDB10",10,"Low Fat",0.067312613,"Snack Foods",234.359,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",3072.667,17,15.775316670067,268.180383391139
"8349","FDI60",7.22,"Regular",0.03832122,"Baking Goods",61.851,"OUT046",1997,"Small","Tier 1","Supermarket Type1",822.263,19,2.37020577822,45.03390978618
"8351","NCE18",10,"Low Fat",0.021421289,"Household",248.375,"OUT035",2004,"Small","Tier 2","Supermarket Type1",7240.575,12,5.320512655375,63.8461518645
"8353","NCN53",5.175,"Low Fat",0.030479118,"Health and Hygiene",33.2874,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",635.1732,7,1.0145705925132,7.1019941475924
"8355","FDO52",11.6,"Regular",0.077100381,"Frozen Foods",172.4106,"OUT013",1987,"High","Tier 3","Supermarket Type1",1539.9954,29,13.2929229484386,385.49476550472
"8356","FDW45",18,"Low Fat",0.038978526,"Snack Foods",148.6418,"OUT013",1987,"High","Tier 3","Supermarket Type1",2795.6942,29,5.7938382659868,168.021309713617
"8358","FDD38",16.75,"Regular",0.008238064,"Canned",101.9674,"OUT017",2007,"Small","Tier 2","Supermarket Type1",1528.011,9,0.8400139671136,7.5601257040224
"8360","FDG40",13.65,"Low Fat",0.039824346,"Frozen Foods",32.8558,"OUT046",1997,"Small","Tier 1","Supermarket Type1",645.1602,19,1.3084607473068,24.8607541988292
"8361","FDA34",11.5,"Low Fat",0.014883661,"Starchy Foods",174.508,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",3635.268,17,2.597317913788,44.154404534396
"8362","FDX48",17.75,"Regular",0.038102203,"Baking Goods",154.0656,"OUT017",2007,"Small","Tier 2","Supermarket Type1",1390.1904,9,5.8702387665168,52.8321488986512
"8364","DRE48",8.43,"Low Fat",0.017396308,"Soft Drinks",196.0768,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",4138.6128,7,3.4110124044544,23.8770868311808
"8365","FDT58",9,"Low Fat",0.086088353,"Snack Foods",168.7816,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",3355.632,17,14.5301299607048,247.012209331982
"8366","FDA19",7.52,"Low Fat",0.092272132,"Fruits and Vegetables",128.7994,"OUT010",1998,"Small","Tier 3","Grocery Store",128.4994,18,11.8845952383208,213.922714289774
"8367","FDG52",13.65,"Low Fat",0.065618434,"Frozen Foods",47.6402,"OUT035",2004,"Small","Tier 2","Supermarket Type1",459.402,12,3.1260753194468,37.5129038333616
"8369","NCM19",12.65,"Low Fat",0.047333044,"Others",113.8202,"OUT045",2002,"Small","Tier 2","Supermarket Type1",1800.3232,14,5.3874565346888,75.4243914856432
"8370","NCF42",17.35,"Low Fat",0.167722519,"Household",176.3712,"OUT045",2002,"Small","Tier 2","Supermarket Type1",1054.6272,14,29.5814219430528,414.139907202739
"8371","FDV23",11,"Low Fat",0.105816753,"Breads",126.0046,"OUT035",2004,"Small","Tier 2","Supermarket Type1",871.5322,12,13.3333976350638,160.000771620766
"8372","DRA59",8.27,"Regular",0.214125129,"Soft Drinks",183.9924,"OUT010",1998,"Small","Tier 3","Grocery Store",185.0924,18,39.3973963850196,709.153134930353
"8375","FDW25",5.175,"Low Fat",0.037391881,"Canned",83.2224,"OUT035",2004,"Small","Tier 2","Supermarket Type1",1789.6704,12,3.1118420773344,37.3421049280128
"8377","NCJ54",9.895,"Low Fat",0.060055757,"Household",234.2642,"OUT035",2004,"Small","Tier 2","Supermarket Type1",3717.8272,12,14.0689138689994,168.826966427993
"8378","NCK07",10.65,"Low Fat",0.048885018,"Others",166.1526,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",1973.4312,7,8.1223728417468,56.8566098922276
"8379","NCX05",15.2,"Low Fat",0.097611115,"Health and Hygiene",116.5492,"OUT017",2007,"Small","Tier 2","Supermarket Type1",810.9444,9,11.376497364358,102.388476279222
"8380","FDV39",11.3,"LF",0.007279889,"Meat",199.3426,"OUT046",1997,"Small","Tier 1","Supermarket Type1",2372.9112,19,1.4511920009714,27.5726480184566
"8381","FDI19",15.1,"low fat",0,"Meat",244.2512,"OUT045",2002,"Small","Tier 2","Supermarket Type1",3635.268,14,0,0
"8382","FDT12",6.215,"Regular",0.049621701,"Baking Goods",226.1062,"OUT046",1997,"Small","Tier 1","Supermarket Type1",4739.8302,19,11.2197742506462,213.175710762278
"8383","FDF12",8.235,"Low Fat",0.08235926,"Baking Goods",147.6076,"OUT013",1987,"High","Tier 3","Supermarket Type1",3103.9596,29,12.156852706376,352.548728484904
"8385","FDU10",10.1,"Regular",0.045653999,"Snack Foods",35.6848,"OUT013",1987,"High","Tier 3","Supermarket Type1",633.8416,29,1.6291538235152,47.2454608819408
"8386","NCK53",11.6,"Low Fat",0.037734334,"Health and Hygiene",98.1042,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",2678.5134,7,3.7018966496028,25.9132765472196
"8387","FDB51",6.92,"Low Fat",0.038454076,"Dairy",61.5852,"OUT046",1997,"Small","Tier 1","Supermarket Type1",813.6076,19,2.3682019612752,44.9958372642288
"8388","FDT10",16.7,"reg",0.062395455,"Snack Foods",57.6562,"OUT017",2007,"Small","Tier 2","Supermarket Type1",533.3058,9,3.597484832571,32.377363493139
"8389","NCU53",5.485,"Low Fat",0.042716235,"Health and Hygiene",164.8842,"OUT013",1987,"High","Tier 3","Supermarket Type1",2155.1946,29,7.043232234987,204.253734814623
"8390","FDJ40",13.6,"Regular",0.049547993,"Frozen Foods",108.6912,"OUT013",1987,"High","Tier 3","Supermarket Type1",2402.2064,29,5.3854308167616,156.177493686086
"8392","FDV15",10.3,"LF",0.146172453,"Meat",103.3648,"OUT046",1997,"Small","Tier 1","Supermarket Type1",3219.8088,19,15.1090863698544,287.072641027234
"8393","FDD41",6.765,"Regular",0.08739577,"Frozen Foods",105.3306,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",836.2448,17,9.205448891562,156.492631156554
"8394","FDT20",10.5,"Low Fat",0.041479396,"Fruits and Vegetables",36.8164,"OUT045",2002,"Small","Tier 2","Supermarket Type1",772.328,14,1.5271220348944,21.3797084885216
"8395","FDM44",12.5,"Low Fat",0.031023835,"Fruits and Vegetables",104.099,"OUT013",1987,"High","Tier 3","Supermarket Type1",309.597,29,3.229550199665,93.656955790285
"8396","FDG21",17.35,"Regular",0,"Seafood",150.205,"OUT045",2002,"Small","Tier 2","Supermarket Type1",5992.2,14,0,0
"8397","DRZ11",8.85,"Regular",0.112893431,"Soft Drinks",123.3388,"OUT045",2002,"Small","Tier 2","Supermarket Type1",2972.1312,14,13.9241403074228,194.937964303919
"8398","FDC59",16.7,"Regular",0.054851438,"Starchy Foods",64.4168,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",830.9184,7,3.5333541113584,24.7334787795088
"8399","NCD43",8.85,"Low Fat",0.016052446,"Household",106.7964,"OUT045",2002,"Small","Tier 2","Supermarket Type1",1367.5532,14,1.7143434439944,24.0008082159216
"8400","DRL49",13.15,"Low Fat",0.094450618,"Soft Drinks",141.4812,"OUT010",1998,"Small","Tier 3","Grocery Store",284.9624,18,13.3629867753816,240.533761956869
"8401","NCE07",8.18,"Low Fat",0.02197698,"Household",140.6154,"OUT010",1998,"Small","Tier 3","Grocery Store",425.4462,18,3.090301833492,55.625433002856
"8402","FDM02",12.5,"Regular",0.074152133,"Canned",88.6198,"OUT017",2007,"Small","Tier 2","Supermarket Type1",1395.5168,9,6.5713471960334,59.1421247643006
"8403","DRJ49",6.865,"Low Fat",0.014072399,"Soft Drinks",127.3652,"OUT017",2007,"Small","Tier 2","Supermarket Type1",1679.1476,9,1.7923339131148,16.1310052180332
"8404","FDY25",12,"Low Fat",0.034112833,"Canned",180.1976,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",3984.1472,7,6.1470506358008,43.0293544506056
"8407","FDM38",5.885,"Regular",0.092771309,"Canned",54.1982,"OUT046",1997,"Small","Tier 1","Supermarket Type1",999.3658,19,5.0280379594438,95.5327212294322
"8408","FDY22",16.5,"Regular",0.159690469,"Snack Foods",142.4128,"OUT035",2004,"Small","Tier 2","Supermarket Type1",575.2512,12,22.7419668236032,272.903601883238
"8409","FDP48",7.52,"Regular",0.044272226,"Baking Goods",181.395,"OUT017",2007,"Small","Tier 2","Supermarket Type1",2563.33,9,8.03076043527,72.27684391743
"8410","NCT05",10.895,"Low Fat",0.020934413,"Health and Hygiene",256.5672,"OUT013",1987,"High","Tier 3","Supermarket Type1",4090.6752,29,5.3710837270536,155.761428084554
"8411","NCS06",7.935,"Low Fat",0,"Household",263.691,"OUT046",1997,"Small","Tier 1","Supermarket Type1",788.973,19,0,0
"8412","FDD47",7.6,"Regular",0.142632186,"Starchy Foods",172.3448,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",4431.5648,17,24.5819155697328,417.892564685458
"8413","FDZ49",11,"Regular",0.13341564,"Canned",218.7798,"OUT045",2002,"Small","Tier 2","Supermarket Type1",2203.798,14,29.188647036072,408.641058505008
"8414","FDW59",13.15,"Low Fat",0.020711996,"Breads",82.7566,"OUT035",2004,"Small","Tier 2","Supermarket Type1",1691.132,12,1.7140543681736,20.5686524180832
"8415","DRO47",10.195,"Low Fat",0.112399145,"Hard Drinks",111.686,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",2263.72,17,12.55341090847,213.40798544399
"8416","FDR46",16.85,"Low Fat",0.139700397,"Snack Foods",147.776,"OUT045",2002,"Small","Tier 2","Supermarket Type1",2490.092,14,20.644365867072,289.021122139008
"8417","FDY59",8.195,"Low Fat",0.031377308,"Baking Goods",93.6462,"OUT013",1987,"High","Tier 3","Supermarket Type1",925.462,29,2.9383656604296,85.2126041524584
"8418","NCU05",11.8,"Low Fat",0.058855357,"Health and Hygiene",79.1618,"OUT045",2002,"Small","Tier 2","Supermarket Type1",2336.2922,14,4.6590959997626,65.2273439966764
"8419","DRJ25",14.6,"Low Fat",0.151180862,"Soft Drinks",47.5692,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",443.4228,7,7.1915526606504,50.3408686245528
"8420","FDU28",19.2,"Regular",0.09391835,"Frozen Foods",189.8214,"OUT046",1997,"Small","Tier 1","Supermarket Type1",942.107,19,17.82771268269,338.72654097111
"8421","FDL50",12.15,"Regular",0.042378864,"Canned",125.4046,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",1867.569,17,5.3145044883744,90.3465763023648
"8422","FDA43",10.895,"Low Fat",0.064939211,"Fruits and Vegetables",194.1794,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",2340.9528,7,12.6098570284534,88.2689991991738
"8424","FDJ57",7.42,"Regular",0.021661527,"Seafood",187.7582,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",2600.6148,7,4.0671293187714,28.4699052313998
"8425","FDC39",7.405,"Low Fat",0.159165324,"Dairy",207.1296,"OUT035",2004,"Small","Tier 2","Supermarket Type1",3739.1328,12,32.9678498939904,395.614198727885
"8426","FDQ58",7.315,"Low Fat",0,"Snack Foods",153.734,"OUT035",2004,"Small","Tier 2","Supermarket Type1",2756.412,12,0,0
"8427","FDA22",7.435,"Low Fat",0.084436394,"Starchy Foods",168.6158,"OUT035",2004,"Small","Tier 2","Supermarket Type1",4512.1266,12,14.2373101234252,170.847721481102
"8428","FDP39",12.65,"Low Fat",0.069532901,"Meat",51.8324,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",1090.5804,17,3.6040571377924,61.2689713424708
"8429","FDV44",8.365,"Regular",0.039836895,"Fruits and Vegetables",191.6188,"OUT035",2004,"Small","Tier 2","Supermarket Type1",2094.6068,12,7.633498015626,91.601976187512
"8430","FDE04",19.75,"Regular",0.018019662,"Frozen Foods",181.566,"OUT035",2004,"Small","Tier 2","Supermarket Type1",2876.256,12,3.271757950692,39.261095408304
